1, 69345732
2, 61557435
3, 114342928
4, 63223541
5, 61299691
6, 67683492
7, 70791539
8, 74134869
9, 71171198
10, 83688240
11, 72016111
12, 91985136
13, 75810100
14, 80363670
15, 62158676
16, 60898285
17, 64479361
18, 62202556
19, 61054157
20, 65209546
21, 66795035
22, 66964506
23, 66590101
24, 67513007
25, 227098860
26, 157471673
27, 197458796
28, 152807721
29, 68516311
30, 131349097
31, 166372670
32, 64993544

